,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
316,972,23-8640,2023-06-01 08:55:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619,1068
318,974,23-8665,2023-06-01 18:45:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3M 1T1,900 Block 4TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2070896,-122.9219427,1069
85,742,23-9990,2023-06-01 19:00:00+00:00,2023-06-24 16:08:32+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2237892,-122.8925272,1070
280,936,23-8878,2023-06-01 22:30:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2028997,-122.9077891,1071
300,956,23-8679,2023-06-01 22:40:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1072
107,764,23-9973,2023-06-02 04:00:00+00:00,2023-06-23 16:54:16+00:00,NEW WESTMINSTER,BC,V3L,600 Block CLARKSON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2034798,-122.9079963,1073
307,963,23-8782,2023-06-02 06:30:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3L 4S3,800 Block YORK ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2253658,-122.9070702,1074
282,938,23-80169,2023-06-02 09:00:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 5L8,900 Block EWEN AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.18606,-122.94293,1075
312,968,23-8710,2023-06-02 10:00:00+00:00,2023-06-03 16:59:49+00:00,NEW WESTMINSTER,BC,V3L 4W2,800 Block SURREY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2306842,-122.8990133,1076
295,951,23-8821,2023-06-02 14:00:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3L 4T5,200 Block CHURCHILL AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2295387,-122.9069842,1077
311,967,23-8718,2023-06-02 15:56:00+00:00,2023-06-03 16:59:49+00:00,NEW WESTMINSTER,BC,V3L 4B1,800 Block WINTHROP ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2312951,-122.8957474,1078
310,966,23-8717,2023-06-02 15:58:00+00:00,2023-06-03 16:59:49+00:00,NEW WESTMINSTER,BC,V3L 3G8,700 Block CUMBERLAND ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22273999999999,-122.907,1079
309,965,23-8721,2023-06-02 16:57:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3L 2H4,700 Block 1ST ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2191975,-122.9136621,1080
308,964,23-8731,2023-06-02 19:09:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1081
303,959,23-8732,2023-06-02 19:13:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M 3R9,500 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2098328,-122.9228187,1082
302,958,23-8798,2023-06-02 22:00:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M 3S2,700 Block 8TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2124946,-122.9256804,1083
296,952,23-8808,2023-06-03 02:00:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3L 5L6,400 Block GINGER DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2180608,-122.9055998,1084
301,957,23-8770,2023-06-03 05:37:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M,300 Block 14TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2030532,-122.9299531,1085
179,836,23-80180,2023-06-03 16:00:00+00:00,2023-06-15 16:55:10+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,1086
289,945,23-8853,2023-06-03 18:00:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 6T3,1300 Block SOUTH DYKE RD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1784352,-122.9518923,1087
267,923,23-8961,2023-06-03 19:00:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3L 1P8,200 Block ST PATRICK ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2139421,-122.911664,1088
274,930,23-8902,2023-06-03 20:50:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 2R2,700 Block 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2147669,-122.9255536,1089
277,933,23-80168,2023-06-03 22:00:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3L 3L3,300 Block KEARY ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2253549,-122.8935271,1090
290,946,23-8807,2023-06-03 23:21:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3L 1B8,300 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2065851,-122.9035905,1091
294,950,23-8814,2023-06-04 00:51:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 3S2,700 Block 8TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2124946,-122.9256804,1092
299,955,23-8815,2023-06-04 01:20:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.205212,-122.903582,1093
293,949,23-8818,2023-06-04 02:59:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,1094
281,937,23-8874,2023-06-04 03:30:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3L 5L6,400 Block GINGER DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2180608,-122.9055998,1095
297,953,23-8859,2023-06-04 07:00:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1958008,-122.9235975,1096
298,954,23-8848,2023-06-04 11:45:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 3R3,300 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2067154,-122.9184046,1097
286,942,23-8843,2023-06-04 15:39:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 1X4,999900 Block UNKNOWN,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2057179,-122.910956,1098
287,943,23-8850,2023-06-04 17:45:00+00:00,2023-06-06 16:48:42+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.1958008,-122.9235975,1099
288,944,23-8851,2023-06-04 18:08:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 1L2,200 Block 6TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2068617,-122.912695,1100
285,941,23-8866,2023-06-05 00:25:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405,1101
276,932,23-8876,2023-06-05 03:28:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3L 3B3,600 Block 5TH AVE,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2116231,-122.9185996,1102
275,931,23-8877,2023-06-05 03:42:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1103
278,934,23-8884,2023-06-05 06:00:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,ROBBERY W/OTHER OFFENSIVE WPN,Robbery,ROBBERY W/OTHER OFFENSIVE WPN,49.190715,-122.9449051,1104
273,929,23-8897,2023-06-05 16:02:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.200803,-122.9134438,1105
283,939,23-8900,2023-06-05 16:56:00+00:00,2023-06-06 16:48:43+00:00,NEW WESTMINSTER,BC,V3L,600 Block CLARKSON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2034798,-122.9079963,1106
272,928,23-8908,2023-06-05 19:54:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1107
265,921,23-8931,2023-06-05 22:00:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213,1108
223,879,23-80175,2023-06-06 02:50:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20060340000001,-122.9151316,1109
269,925,23-8923,2023-06-06 03:13:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1110
236,892,23-80173,2023-06-06 04:55:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,1111
264,920,23-8934,2023-06-06 05:48:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2140238,-122.927619,1112
261,917,23-8935,2023-06-06 06:15:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2112657,-122.9254414,1113
260,916,23-8936,2023-06-06 06:48:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20060340000001,-122.9151316,1114
268,924,23-8938,2023-06-06 08:02:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3L 1E7,300 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2071006,-122.9052015,1115
75,732,23-8952,2023-06-06 14:23:00+00:00,2023-06-26 16:36:31+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026043,-122.9137488,1116
244,900,23-9107,2023-06-06 14:30:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,1117
74,731,23-8953,2023-06-06 14:31:00+00:00,2023-06-26 16:36:31+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20060340000001,-122.9151316,1118
271,927,23-8954,2023-06-06 15:05:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3L 1E4,200 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2081922,-122.9037275,1119
259,915,23-8957,2023-06-06 15:36:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,1120
206,863,23-9333,2023-06-06 16:00:00+00:00,2023-06-13 16:33:33+00:00,NEW WESTMINSTER,BC,V3M,100 Block 10TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2233972,-122.919376,1121
270,926,23-8963,2023-06-06 18:02:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M,K DE K CRT,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.1986743,-122.9157132,1122
258,914,23-8964,2023-06-06 18:46:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M,700 Block 5TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2105056,-122.9209064,1123
266,922,23-8967,2023-06-06 20:15:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,1124
263,919,23-8968,2023-06-06 20:29:00+00:00,2023-06-07 16:59:32+00:00,NEW WESTMINSTER,BC,V3L 5K4,400 Block CUMBERLAND ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2203886,-122.8992158,1125
257,913,23-8970,2023-06-06 20:51:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3M 6V4,700 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2030424,-122.9108517,1126
253,909,23-8976,2023-06-06 21:44:00+00:00,2023-06-08 16:14:46+00:00,NEW WESTMINSTER,BC,V3M 1K4,1100 Block ROYAL AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2007308,-122.919862,1127
250,906,23-8980,2023-06-06 22:27:00+00:00,2023-06-08 16:14:47+00:00,NEW WESTMINSTER,BC,V3M 6G8,SALTER ST & QUEEN ELIZABETH ELEMENTARY S,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1845729,-122.9436343,1128
256,912,23-8994,2023-06-07 02:25:00+00:00,2023-06-08 16:14:46+00:00,NEW WESTMINSTER,BC,V3L 3R5,200 Block SHERBROOKE ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.22749229999999,-122.8881355,1129
86,743,23-80194,2023-06-07 08:00:00+00:00,2023-06-24 16:08:32+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20359209999999,-122.9127213,1130
73,730,23-9024,2023-06-07 16:40:00+00:00,2023-06-26 16:36:31+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1131
252,908,23-9025,2023-06-07 17:14:00+00:00,2023-06-08 16:14:46+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,1132
249,905,23-9026,2023-06-07 17:53:00+00:00,2023-06-08 16:14:47+00:00,NEW WESTMINSTER,BC,V3M,900 Block COLUMBIA ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.2002408,-122.9138949,1133
239,895,23-80174,2023-06-07 18:50:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2057179,-122.910956,1134
251,907,23-9027,2023-06-07 18:54:00+00:00,2023-06-08 16:14:46+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,1135
240,896,23-9086,2023-06-07 19:00:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2057179,-122.910956,1136
254,910,23-9031,2023-06-07 19:38:00+00:00,2023-06-08 16:14:46+00:00,NEW WESTMINSTER,BC,V3L 3V2,500 Block KELLY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.23172539999999,-122.8911505,1137
246,902,23-9030,2023-06-07 19:41:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1138
235,891,23-9043,2023-06-07 21:48:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2057179,-122.910956,1139
241,897,23-9053,2023-06-07 23:11:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2057179,-122.910956,1140
242,898,23-9060,2023-06-08 00:05:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2057179,-122.910956,1141
237,893,23-9062,2023-06-08 00:27:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2057179,-122.910956,1142
243,899,23-9063,2023-06-08 00:35:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1143
245,901,23-9103,2023-06-08 02:30:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,1144
248,904,23-9097,2023-06-08 04:00:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2057179,-122.910956,1145
232,888,23-9113,2023-06-08 04:30:00+00:00,2023-06-10 16:11:27+00:00,NEW WESTMINSTER,BC,V3M 1B8,800 Block FRONT ST,THEFT FROM MV OVER $5000,Theft from Vehicle,THEFT FROM MV OVER $5000,49.2005925,-122.9119152,1146
238,894,23-9094,2023-06-08 13:56:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,1147
224,880,23-9098,2023-06-08 15:47:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M 5N5,200 Block HUME ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.18025309999999,-122.9537361,1148
247,903,23-9105,2023-06-08 17:58:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1149
230,886,23-80176,2023-06-08 18:20:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2026043,-122.9137488,1150
234,890,23-9108,2023-06-08 19:26:00+00:00,2023-06-09 16:54:34+00:00,New Westminster,BC,.,.,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1151
233,889,23-9125,2023-06-08 23:50:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1152
231,887,23-9167,2023-06-09 03:00:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M 6L6,100 Block PEMBINA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1876206,-122.9342739,1153
228,884,23-9139,2023-06-09 03:27:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1154
198,855,23-9352,2023-06-09 03:30:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1995085,-122.9128078,1155
222,878,23-9145,2023-06-09 04:39:00+00:00,2023-06-12 16:21:16+00:00,NEW WESTMINSTER,BC,V3M 6L6,100 Block WOOD ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.1853207,-122.9364025,1156
49,706,23-80198,2023-06-09 04:55:00+00:00,2023-06-28 17:01:50+00:00,NEW WESTMINSTER,BC,V3M 4K1,800 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2104913,-122.9345043,1157
208,865,23-9238,2023-06-09 07:00:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3L 3A9,400 Block 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2102315,-122.916645,1158
227,883,23-9158,2023-06-09 07:44:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,1159
226,882,23-9170,2023-06-09 14:35:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M 3A5,1900 Block DUBLIN ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2052755,-122.9479454,1160
225,881,23-9171,2023-06-09 14:54:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3L 3V8,100 Block E COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2220555,-122.8931794,1161
229,885,23-9176,2023-06-09 17:20:00+00:00,2023-06-10 16:11:26+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2000823,-122.9174235,1162
211,868,23-9197,2023-06-09 22:38:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200145,-122.911488,1163
221,877,23-9212,2023-06-10 04:38:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 1S6,700 Block 4TH AVE,THEFT MOTORCYCLE UNDER $5000,Theft of Vehicle,THEFT MOTORCYCLE UNDER $5000,49.2089353,-122.9184336,1164
216,872,23-9229,2023-06-10 15:51:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 3V6,300 Block 9TH ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2058186,-122.9204308,1165
210,867,23-9231,2023-06-10 16:00:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2131309,-122.9208405,1166
220,876,23-9237,2023-06-10 20:02:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2000823,-122.9174235,1167
209,866,23-9251,2023-06-11 01:18:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.190715,-122.9449051,1168
217,873,23-9253,2023-06-11 01:37:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 3M9,400 Block ASH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20887580000001,-122.9197727,1169
197,854,23-9356,2023-06-11 03:00:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2043572,-122.910615,1170
202,859,23-9256,2023-06-11 03:02:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200145,-122.911488,1171
